index,V5,V11,V12,V13,V14,V22,V25,V27,Class
651168,10276,1400,0,1,40,4.0118,-0.2135,1.0,0
144603,11535,1400,0,1,40,4.062,-0.1038,1.0,0
448175,794,1402,0,1,40,2.8998,0.4906,0.9995,0
362008,11492,1402,0,1,40,4.0604,-0.0698,1.0,0
3557,10904,1402,0,1,40,4.0376,-0.1893,1.0,0
374012,14069,1400,0,1,40,4.1483,0.0357,1.0,0
352161,12388,1400,0,1,40,4.093,0.0898,1.0,0
770933,12108,1402,0,1,40,4.0831,0.0679,1.0,0
540203,13946,1402,0,1,40,4.1445,0.1105,1.0,0
82039,13309,1402,0,1,40,4.1241,0.0263,1.0,0
460137,12729,1400,0,1,40,4.1048,0.1484,1.0,0
103651,14309,1402,0,1,40,4.1556,0.1789,1.0,0
587136,14346,1400,0,1,40,4.1567,0.1784,1.0,0
215231,12260,1402,0,1,40,4.0885,0.0625,1.0,0
571630,13185,1400,0,1,40,4.1201,0.0497,1.0,0
464157,13114,1400,0,1,40,4.1177,-0.0263,1.0,0
914529,10796,1402,0,1,40,4.0333,-0.1366,1.0,0
153261,11505,1402,0,1,40,4.0609,-0.0261,1.0,0
540477,13612,1400,0,1,40,4.1339,0.1131,1.0,0
568338,12477,1400,0,1,40,4.0961,-0.0133,1.0,0
516257,12718,1402,0,1,40,4.1044,0.0506,1.0,0
168518,13057,1404,0,1,40,4.1158,0.038,1.0,0
366778,13699,1402,0,1,40,4.1367,0.0958,1.0,0
58206,12509,1400,0,1,40,4.0972,0.0952,1.0,0
2989,11089,1402,0,1,40,4.0449,-0.0331,1.0,0
443056,11711,1402,0,1,40,4.0686,0.1065,1.0,0
707637,13041,1400,0,1,40,4.1153,0.0818,1.0,0
312629,10913,1402,0,1,40,4.0379,-0.0588,1.0,0
389872,12051,1402,0,1,40,4.081,0.0833,1.0,0
636857,11355,1402,0,1,40,4.0552,0.1611,1.0,0
34878,11388,1402,0,1,40,4.0564,0.0803,1.0,0
328873,11813,1400,0,1,40,4.0724,0.0714,1.0,0
81557,13203,1402,0,1,40,4.1207,0.0988,1.0,0
951776,11809,1400,0,1,40,4.0722,0.0255,1.0,0
735991,11211,1402,0,1,40,4.0496,0.0377,1.0,0
546877,10880,1400,0,1,40,4.0366,0.1294,1.0,0
860873,13037,1402,0,1,40,4.1152,0.1875,1.0,0
903091,12489,1402,0,1,40,4.0965,0.1278,1.0,0
955474,12515,1400,0,1,40,4.0974,0.0629,1.0,0
424990,11510,1402,0,1,40,4.0611,-0.039,1.0,0
958828,12834,1400,0,1,40,4.1084,-0.0633,1.0,0
516801,10429,1402,0,1,40,4.0182,-0.4489,1.0,0
324033,9576,1402,0,1,40,3.9812,0.0464,1.0,0
271525,10743,1402,0,1,40,4.0311,-0.0592,1.0,0
71037,11411,1400,0,1,40,4.0573,0.0659,1.0,0
303136,10941,1402,0,1,40,4.0391,0.1163,1.0,0
646072,10821,1400,0,1,40,4.0343,0.0424,1.0,0
854551,9349,1402,0,1,40,3.9708,0.1151,1.0,0
906530,11542,1402,0,1,40,4.0623,0.0465,1.0,0
401885,9927,1402,0,1,40,3.9968,0.1091,1.0,0
69244,5519,1402,0,1,40,3.7419,-0.5161,1.0,0
145084,4881,1404,0,1,40,3.6885,-0.6622,1.0,0
743295,9484,1400,0,1,40,3.977,0.0516,1.0,0
589577,10986,1404,0,1,40,4.0408,0.0602,1.0,0
308534,4995,1402,0,1,40,3.6985,-0.6242,1.0,0
285817,5702,1402,0,1,40,3.756,-0.6387,1.0,0
725109,9518,1402,0,1,40,3.9785,0.0606,1.0,0
904060,5957,1404,0,1,40,3.775,-0.5,1.0,0
429313,5617,1404,0,1,40,3.7495,-0.517,1.0,0
838799,9582,1404,0,1,40,3.9815,0.0573,1.0,0
1192,9183,1404,0,1,40,3.963,0.1,1.0,0
922286,8726,1402,0,1,40,3.9408,-0.0449,1.0,0
71697,9892,1402,0,1,40,3.9953,0.1228,1.0,0
497436,8457,1400,0,1,40,3.9272,0.0256,1.0,0
862706,2027,1402,0,1,40,3.3068,-0.1026,1.0,0
405341,5593,1402,0,1,40,3.7476,-0.6392,1.0,0
629923,8709,1402,0,1,40,3.94,0.0602,1.0,0
608923,5576,1400,0,1,40,3.7463,-0.5,1.0,0
635518,5357,1402,0,1,40,3.7289,-0.6319,1.0,0
75423,4635,1400,0,1,40,3.666,-0.6429,1.0,0
55519,8957,1400,0,1,40,3.9522,0.0069999999999999,1.0,0
717150,5261,1400,0,1,40,3.7211,-0.5986,1.0,0
304348,5731,1400,0,1,40,3.7582,-0.4214,1.0,0
75647,1909,1400,0,1,40,3.2808,0.1143,1.0,0
905741,2791,1400,0,1,40,3.4458,0.2178,1.0,0
502223,6381,1400,0,1,40,3.8049,-0.3529,1.0,0
996433,8344,1400,0,1,40,3.9214,0.0946,1.0,0
15334,7998,1400,0,1,40,3.903,0.142,1.0,0
1233,5480,1400,0,1,40,3.7388,-0.5073,1.0,0
283547,6397,1400,0,1,40,3.806,-0.4257,1.0,0
874545,4915,1358,0,1,40,3.6915,-0.6601,1.0,0
333888,5757,1358,0,1,40,3.7602,-0.4867,1.0,0
791387,4471,1360,0,1,40,3.6504,-0.5664,1.0,0
517648,384,1358,0,1,40,2.5843,-0.5128,0.9491,0
30928,276,1362,0,1,40,2.4409,-0.3214,0.8223,0
629650,4115,1360,0,1,40,3.6144,-0.6288,1.0,0
448558,3918,1362,0,1,40,3.5931,-0.6667,1.0,0
907005,4223,1360,0,1,40,3.6256,-0.6549,1.0,0
761285,4403,1360,0,1,40,3.6437,-0.6364,1.0,0
641045,2463,1360,0,1,40,3.3915,0.4727,1.0,0
701926,3912,1362,0,1,40,3.5924,-0.5496,1.0,0
703714,101,1362,0,1,40,2.0043,-0.6364,0.3012,0
710957,4130,1360,0,1,40,3.616,-0.5909,1.0,0
608262,4214,1360,0,1,40,3.6247,-0.6479,1.0,0
713065,4487,1360,0,1,40,3.652,-0.6667,1.0,0
68925,3324,1360,0,1,40,3.5217,-0.6116,1.0,0
998626,3631,1362,0,1,40,3.56,-0.6048,1.0,0
42642,3661,1358,0,1,40,3.5636,-0.627,1.0,0
253926,3786,1362,0,1,40,3.5782,-0.6222,1.0,0
754218,3703,1362,0,1,40,3.5686,-0.6148,1.0,0
516832,3936,1362,0,1,40,3.5951,-0.6713,1.0,0
307197,3287,1362,0,1,40,3.5168,-0.5983,1.0,0
902923,3671,1360,0,1,40,3.5648,-0.6116,1.0,0
347348,3437,1360,0,1,40,3.5362,-0.605,1.0,0
697245,4123,1360,0,1,40,3.6152,-0.6466,1.0,0
415812,3666,1360,0,1,40,3.5642,-0.6489,1.0,0
497139,4331,1360,0,1,40,3.6366,-0.6573,1.0,0
886508,4048,1360,0,1,40,3.6072,-0.6165,1.0,0
449693,3985,1362,0,1,40,3.6004,-0.6279,1.0,0
264009,4019,1360,0,1,40,3.6041,-0.6667,1.0,0
678622,4409,1362,0,1,40,3.6443,-0.6312,1.0,0
658005,3920,1360,0,1,40,3.5933,-0.6471,1.0,0
528271,5003,1360,0,1,40,3.6992,-0.637,1.0,0
943154,6376,1360,0,1,40,3.8045,-0.586,1.0,0
909962,6213,1356,0,1,40,3.7933,-0.586,1.0,0
495227,6170,1358,0,1,40,3.7903,-0.5163,1.0,0
131018,6232,1356,0,1,40,3.7946,-0.4832,1.0,0
852789,229,1358,0,1,40,2.3598,-0.5789,0.8848,0
915694,5877,1358,0,1,40,3.7692,-0.6,1.0,0
756024,5702,1356,0,1,40,3.756,-0.604,1.0,0
340708,5852,1356,0,1,40,3.7673,-0.6299,1.0,0
894577,207,1356,0,1,40,2.316,-0.6667,0.7966,0
48486,200,1358,0,1,40,2.301,-0.6216,0.8082,0
170244,5970,1356,0,1,40,3.776,-0.6154,1.0,0
41723,6057,1358,0,1,40,3.7823,-0.6,1.0,0
57039,6143,1358,0,1,40,3.7884,-0.5987,1.0,0
594531,5786,1358,0,1,40,3.7624,-0.6026,1.0,0
99340,5941,1356,0,1,40,3.7739,-0.6026,1.0,0
476194,6277,1358,0,1,40,3.7977,-0.586,1.0,0
91066,6008,1360,0,1,40,3.7787,-0.6242,1.0,0
403571,6293,1356,0,1,40,3.7989,-0.5613,1.0,0
863340,6227,1358,0,1,40,3.7943,-0.6194,1.0,0
806219,6059,1358,0,1,40,3.7824,-0.5924,1.0,0
442795,6117,1358,0,1,40,3.7865,-0.5649,1.0,0
380124,6181,1356,0,1,40,3.7911,-0.6087,1.0,0
621260,2406,1358,0,1,40,3.3813,0.0843,1.0,0
993273,5695,1358,0,1,40,3.7555,-0.5686,1.0,0
995665,2148,1358,0,1,40,3.332,0.1169,1.0,0
99147,5817,1358,0,1,40,3.7647,-0.6026,1.0,0
709605,1961,1356,0,1,40,3.2925,0.1184,1.0,0
83333,1923,1356,0,1,40,3.284,0.026,1.0,0
892753,5993,1358,0,1,40,3.7776,-0.6149,1.0,0
992929,5885,1358,0,1,40,3.7698,-0.6115,1.0,0
741936,2108,1358,0,1,40,3.3239,0.0595,1.0,0
448532,6357,1358,0,1,40,3.8033,-0.6185,1.0,0
512027,6404,1358,0,1,40,3.8064,-0.6069,1.0,0
510483,6676,1356,0,1,40,3.8245,-0.6,1.0,0
713087,6294,1358,0,1,40,3.7989,-0.6272,1.0,0
81003,6399,1356,0,1,40,3.8061,-0.5965,1.0,0
922859,7017,1358,0,1,40,3.8461,-0.6215,1.0,0
479211,6337,1358,0,1,40,3.8019,-0.6235,1.0,0
126934,7250,1356,0,1,40,3.8603,-0.6145,1.0,0
684377,6494,1356,0,1,40,3.8125,-0.6082,1.0,0
802760,6999,1358,0,1,40,3.845,-0.5833,1.0,0
88196,6661,1356,0,1,40,3.8235,-0.6229,1.0,0
608447,1834,1358,0,1,40,3.2634,-0.025,1.0,0
539480,6562,1358,0,1,40,3.817,-0.6171,1.0,0
389542,6210,1356,0,1,40,3.7931,-0.625,1.0,0
2919,6353,1358,0,1,40,3.803,-0.6243,1.0,0
38158,6017,1356,0,1,40,3.7794,-0.6082,1.0,0
606261,6430,1358,0,1,40,3.8082,-0.6136,1.0,0
934758,6276,1356,0,1,40,3.7977,-0.6,1.0,0
353643,5706,1356,0,1,40,3.7563,-0.6412,1.0,0
480834,6206,1356,0,1,40,3.7928,-0.6279,1.0,0
744827,6501,1356,0,1,40,3.813,-0.6457,1.0,0
307790,6828,1358,0,1,40,3.8343,-0.5363,1.0,0
953920,6422,1358,0,1,40,3.8077,-0.6114,1.0,0
155756,6519,1356,0,1,40,3.8142,-0.6033,1.0,0
229772,6679,1358,0,1,40,3.8247,-0.6215,1.0,0
521251,6625,1358,0,1,40,3.8212,-0.618,1.0,0
474950,6596,1358,0,1,40,3.8193,-0.6069,1.0,0
724742,2,1356,0,1,40,0.301,-0.5,0.119,0
492375,6855,1358,0,1,40,3.836,-0.6127,1.0,0
925585,6543,1358,0,1,40,3.8158,-0.6257,1.0,0
91680,6776,1358,0,1,40,3.831,-0.6114,1.0,0
66898,6686,1356,0,1,40,3.8252,-0.5896,1.0,0
452254,6662,1358,0,1,40,3.8236,-0.6012,1.0,0
311944,6816,1358,0,1,40,3.8335,-0.5112,1.0,0
601998,6525,1358,0,1,40,3.8146,-0.6185,1.0,0
88734,6605,1356,0,1,40,3.8199,-0.6222,1.0,0
718556,6644,1358,0,1,40,3.8224,-0.6354,1.0,0
195870,6484,1358,0,1,40,3.8118,-0.5833,1.0,0
733193,1843,1356,0,1,40,3.2655,-0.25,1.0,0
927642,6432,1358,0,1,40,3.8084,-0.5906,1.0,0
121666,6490,1356,0,1,40,3.8122,-0.65,1.0,0
300083,6878,1358,0,1,40,3.8375,-0.6158,1.0,0
859124,6615,1358,0,1,40,3.8205,-0.6114,1.0,0
548402,6493,1358,0,1,40,3.8124,-0.6316,1.0,0
570379,7038,1358,0,1,40,3.8475,-0.6271,1.0,0
223360,6987,1356,0,1,40,3.8443,-0.6136,1.0,0
853463,6603,1358,0,1,40,3.8197,-0.6082,1.0,0
653002,7327,1358,0,1,40,3.8649,-0.5714,1.0,0
144869,6998,1358,0,1,40,3.845,-0.5714,1.0,0
47822,6944,1358,0,1,40,3.8416,-0.6384,1.0,0
509890,2795,1358,0,1,40,3.4464,-0.1064,1.0,0
233042,6592,1356,0,1,40,3.819,-0.6229,1.0,0
449194,6499,1356,0,1,40,3.8128,-0.6059,1.0,0
664096,6476,1356,0,1,40,3.8113,-0.5765,1.0,0
172219,6399,1356,0,1,40,3.8061,-0.5954,1.0,0
19844,6515,1358,0,1,40,3.8139,-0.6286,1.0,0
345444,6937,1358,0,1,40,3.8412,-0.6045,1.0,0
288909,6763,1358,0,1,40,3.8301,-0.6421,1.0,0
11101,6025,1360,0,1,40,3.78,-0.657,1.0,0
108607,6277,1358,0,1,40,3.7977,-0.6215,1.0,0
362927,2,1358,0,1,40,0.301,-0.5,0.119,0
564250,6010,1358,0,1,40,3.7789,-0.6158,1.0,0
72199,5933,1356,0,1,40,3.7733,-0.6667,1.0,0
359788,6249,1358,0,1,40,3.7958,-0.6047,1.0,0
755324,6281,1356,0,1,40,3.798,-0.6229,1.0,0
968361,6310,1356,0,1,40,3.8,-0.6069,1.0,0
958948,6827,1358,0,1,40,3.8342,-0.578,1.0,0
622787,6176,1356,0,1,40,3.7907,-0.6243,1.0,0
645412,6185,1358,0,1,40,3.7913,-0.6348,1.0,0
105322,6454,1358,0,1,40,3.8098,-0.6011,1.0,0
71834,5753,1358,0,1,40,3.7599,-0.6163,1.0,0
567782,6279,1358,0,1,40,3.7979,-0.6012,1.0,0
833470,2160,1358,0,1,40,3.3345,0.2907,1.0,0
669894,5724,1356,0,1,40,3.7577,-0.5843,1.0,0
518514,6472,1356,0,1,40,3.811,-0.6057,1.0,0
469978,6381,1358,0,1,40,3.8049,-0.6337,1.0,0
857709,6239,1358,0,1,40,3.7951,-0.6441,1.0,0
394700,5544,1358,0,1,40,3.7438,-0.6257,1.0,0
211485,5816,1358,0,1,40,3.7646,-0.6491,1.0,0
886443,6234,1358,0,1,40,3.7948,-0.6154,1.0,0
997767,6075,1358,0,1,40,3.7836,-0.6416,1.0,0
64823,5962,1358,0,1,40,3.7754,-0.6369,1.0,0
580476,1685,1358,0,1,40,3.2266,0.0645,1.0,0
696239,6309,1358,0,1,40,3.8,-0.6215,1.0,0
761285,6664,1358,0,1,40,3.8237,-0.5932,1.0,0
578686,6327,1358,0,1,40,3.8012,-0.6497,1.0,0
952878,6298,1358,0,1,40,3.7992,-0.6514,1.0,0
503287,6108,1356,0,1,40,3.7859,-0.6127,1.0,0
970910,6532,1358,0,1,40,3.815,-0.5349,1.0,0
340800,6280,1358,0,1,40,3.798,-0.6171,1.0,0
427962,251,1358,0,1,40,2.3997,-0.5152,0.8183,0
314596,6172,1358,0,1,40,3.7904,-0.6185,1.0,0
930747,5969,1358,0,1,40,3.7759,-0.6069,1.0,0
601028,5846,1358,0,1,40,3.7669,-0.6609999999999999,1.0,0
623354,219,1358,0,1,40,2.3404,-0.5882,0.7609999999999999,0
764021,6426,1356,0,1,40,3.8079,-0.6057,1.0,0
688620,6503,1358,0,1,40,3.8131,-0.6215,1.0,0
286192,6450,1358,0,1,40,3.8096,-0.5876,1.0,0
184628,6282,1356,0,1,40,3.7981,-0.5805,1.0,0
581191,6182,1356,0,1,40,3.7911,-0.6286,1.0,0
656111,6509,1358,0,1,40,3.8135,-0.6301,1.0,0
730083,6882,1358,0,1,40,3.8377,-0.6171,1.0,0
28106,6653,1358,0,1,40,3.823,-0.6,1.0,0
271067,170,1356,0,1,40,2.2304,-0.48,0.5378,0
149988,7003,1356,0,1,40,3.8453,-0.6057,1.0,0
885132,6570,1356,0,1,40,3.8176,-0.6136,1.0,0
576913,6137,1356,0,1,40,3.788,-0.5872,1.0,0
8907,6294,1358,0,1,40,3.7989,-0.6222,1.0,0
151797,6318,1356,0,1,40,3.8006,-0.6118,1.0,0
944692,5499,1358,0,1,40,3.7403,-0.6627,1.0,0
234052,5533,1356,0,1,40,3.743,-0.6548,1.0,0
472751,6175,1358,0,1,40,3.7906,-0.655,1.0,0
784207,5688,1356,0,1,40,3.755,-0.6331,1.0,0
624156,5828,1358,0,1,40,3.7655,-0.6131,1.0,0
614460,5814,1358,0,1,40,3.7645,-0.6242,1.0,0
61356,5830,1356,0,1,40,3.7657,-0.6176,1.0,0
974176,4080,1358,0,1,40,3.6107,-0.6,1.0,0
965899,4239,1358,0,1,40,3.6273,-0.5645,1.0,0
665373,4788,1360,0,1,40,3.6802,-0.6726,1.0,0
124238,4417,1358,0,1,40,3.6451,-0.6159,1.0,0
278603,4071,1360,0,1,40,3.6097,-0.5846,1.0,0
909310,4346,1360,0,1,40,3.6381,-0.6047,1.0,0
82391,3961,1360,0,1,40,3.5978,-0.6172,1.0,0
558408,3455,1360,0,1,40,3.5385,-0.5882,1.0,0
769778,4396,1358,0,1,40,3.6431,-0.6159,1.0,0
935447,4364,1360,0,1,40,3.6399,-0.5827,1.0,0
315181,3824,1362,0,1,40,3.5825,-0.6842,1.0,0
335594,3900,1360,0,1,40,3.5911,-0.5806,1.0,0
945664,3876,1358,0,1,40,3.5884,-0.6357,1.0,0
129736,14386,1358,0,1,50,4.1579,-0.8409,1.0,0
499434,16052,1358,0,1,50,4.2055,-0.3973,1.0,0
918960,13349,1358,0,1,50,4.1255,-0.442,1.0,0
895747,15650,1378,0,1,40,4.1945,-0.506,1.0,0
796222,15208,1378,0,1,40,4.1821,-0.8194,1.0,0
724446,3333,1666,0,1,40,3.5228,-0.6403,1.0,0
493985,3288,1664,0,1,40,3.5169,-0.569,1.0,0
720471,3340,1670,0,1,40,3.5238,-0.5714,1.0,0
413804,3630,1666,0,1,40,3.5599,-0.616,1.0,0
699951,5665,1666,0,1,40,3.7532,0.0727,1.0,0
288901,3228,1670,0,1,40,3.5089,-0.595,1.0,0
648139,6114,1666,0,1,40,3.7863,-0.0813,1.0,0
32882,7639,1666,0,1,40,3.883,0.0993,1.0,0
537100,7080,1666,0,1,40,3.85,0.1439,1.0,0
88049,5390,1362,0,1,40,3.7316,0.815,1.0,0
331244,263,1358,0,1,40,2.42,-0.3333,0.633,0
516648,62,1360,1,0,100,1.7924,-0.72,0.2998,0
834189,22,1358,0,1,50,1.3424,-0.4286,0.1384,0
340790,86,1358,0,1,50,1.9345,0.3077,0.2253,0
736108,42,1360,0,1,50,1.6233,-0.5,0.1773,0
897966,17,1360,0,1,50,1.2305,-0.2,0.1322,0
807606,18,1362,0,1,50,1.2553,-0.5,0.1417,0
401608,12,1360,0,1,50,1.0792,0.0,0.1292,0
96673,12,1358,0,1,50,1.0792,0.3333,0.1353,0
575008,12,1358,0,1,50,1.0792,0.0,0.1292,0
381249,12,1358,0,1,50,1.0792,0.0,0.1361,0
524806,12,1360,0,1,50,1.0792,-0.2,0.1322,0
171548,14,1356,0,1,50,1.1461,-0.6667,0.1376,0
106329,12,1358,0,1,50,1.0792,-0.5,0.1307,0
581613,15,1360,0,1,50,1.1761,-0.5714,0.133,0
615103,12,1358,0,1,50,1.0792,-0.5,0.1307,0
829413,65,1358,0,1,50,1.8129,0.0,0.2061,0
54021,12,1358,0,1,50,1.0792,-0.5,0.1417,0
798214,12,1358,0,1,50,1.0792,-0.2,0.1322,0
874430,11,1358,0,1,50,1.0414,-0.4,0.1284,0
992109,17,1358,0,1,50,1.2305,0.0,0.1361,0
423142,15,1358,0,1,50,1.1761,-0.3333,0.1353,0
33622,12,1358,0,1,50,1.0792,0.0,0.1292,0
904939,9,1358,0,1,50,0.9542,-0.4,0.1284,0
133391,8,1362,0,1,50,0.9031,0.25,0.1262,0
505821,8,1360,0,1,50,0.9031,-0.25,0.1262,0
15864,9,1360,0,1,50,0.9542,-0.25,0.1262,0
267570,6,1358,0,1,50,0.7782,0.0,0.124,0
33900,6,1358,0,1,50,0.7782,-0.6667,0.1262,0
918985,10,1358,0,1,50,1.0,0.0,0.1292,0
266002,16,1358,0,1,50,1.2041,-0.5,0.1417,0
34615,17,1358,0,1,50,1.2305,-0.4286,0.1384,0
327953,28,1358,0,1,50,1.4472,-0.4545,0.1715,0
466152,16,1358,0,1,50,1.2041,-0.4286,0.1384,0
65808,67,1360,0,1,50,1.8261,-0.4,0.3977,0
258645,16,1360,0,1,50,1.2041,-0.3333,0.1353,0
537553,18,1360,0,1,50,1.2553,-0.4286,0.1384,0
860889,17,1358,0,1,50,1.2305,-0.375,0.1483,0
995655,26,1358,0,1,50,1.415,-0.5,0.1569,0
66007,18,1356,0,1,50,1.2553,-0.4286,0.1384,0
930781,17,1358,0,1,50,1.2305,-0.1667,0.14,0
574984,16,1358,0,1,50,1.2041,-0.2,0.1322,0
170682,17,1356,0,1,50,1.2305,-0.2,0.1322,0
867147,16,1358,0,1,50,1.2041,0.0,0.1449,0
217333,17,1356,0,1,50,1.2305,-0.2,0.1322,0
84003,18,1358,0,1,50,1.2553,0.0,0.1449,0
956011,18,1358,0,1,50,1.2553,-0.1667,0.14,0
875685,18,1358,0,1,50,1.2553,-0.3333,0.1353,0
7307,17,1354,0,1,50,1.2305,0.0,0.1449,0
204680,16,1356,0,1,50,1.2041,-0.2857,0.1441,0
308384,16,1356,0,1,50,1.2041,0.1667,0.14,0
11123,32,1356,0,1,50,1.5051,-0.5714,0.1892,0
383536,16,1356,0,1,50,1.2041,-0.2,0.1322,0
574331,16,1356,0,1,50,1.2041,-0.1667,0.14,0
718477,16,1358,0,1,50,1.2041,-0.1667,0.14,0
280794,21,1358,0,1,50,1.3222,-0.5,0.1417,0
10347,17,1358,0,1,50,1.2305,-0.1667,0.14,0
203576,22,1358,0,1,50,1.3424,-0.6,0.1483,0
925724,49,1358,0,1,50,1.6902,-0.3333,0.2018,0
877887,16,1360,0,1,50,1.2041,-0.4286,0.1384,0
420832,17,1360,0,1,50,1.2305,-0.1429,0.1499,0
68682,18,1360,0,1,50,1.2553,-0.375,0.1483,0
543952,16,1358,0,1,50,1.2041,-0.4286,0.1384,0
867176,16,1360,0,1,50,1.2041,-0.2,0.1322,0
162492,17,1360,0,1,50,1.2305,-0.3333,0.1353,0
407428,19,1358,0,1,50,1.2787,-0.1667,0.14,0
609839,21,1360,0,1,50,1.3222,-0.4,0.1659,0
607571,26,1358,0,1,50,1.415,0.0,0.1696,0
578140,26,1360,0,1,50,1.415,-0.125,0.1622,0
779910,19,1360,0,1,50,1.2787,-0.6,0.1483,0
608348,17,1360,0,1,50,1.2305,-0.2857,0.1441,0
792404,16,1360,0,1,50,1.2041,-0.2,0.1322,0
25966,16,1358,0,1,50,1.2041,-0.1667,0.14,0
85521,268,1353,0,1,120,2.4281,0.5484,0.7065,0
256990,370,1353,0,1,120,2.5682,0.7368,0.9755,0
46737,330,1353,0,1,120,2.5185,0.8361,0.8861,0
624136,207,1353,0,1,120,2.316,0.7692,0.5805,0
729164,594,1353,0,1,120,2.7738,0.8642,0.9806,0
999024,578,1353,0,1,120,2.7619,0.7162,0.9998,0
937432,788,1687,0,1,50,2.8965,0.937,0.9915,0
713993,145,1352,0,1,40,2.1614,0.8333,0.3601,0
597931,97,1354,0,1,40,1.9868,0.72,0.2998,0
514608,139,1354,0,1,40,2.143,0.8,0.4057,0
438157,175,1354,0,1,40,2.2430000000000003,0.8158,0.4399,0
27806,144,1354,0,1,40,2.1584,0.8913,0.3819,0
532162,73,1358,0,1,40,1.8633,0.8667,0.2288,0
951519,89,1356,0,1,40,1.9494,0.8214,0.2532,0
612547,72,1358,0,1,40,1.8573,0.7222,0.1954,0
246976,64,1358,0,1,40,1.8062,0.6667,0.215,0
177773,115,1352,0,1,40,2.0607,0.7931,0.2984,0
52330,58,1352,0,1,40,1.7634,0.7,0.2288,0
750594,60,1352,0,1,40,1.7781,0.6667,0.215,0
842575,134,1650,1,0,69,2.1271,-0.7778,0.4763,0
731035,52,1652,1,0,69,1.716,-0.5625,0.2195,0
963842,123,1652,1,0,69,2.0899,-0.7143,0.3725,0
132222,81,1650,1,0,69,1.9085,-0.8518,0.215,0
661860,56,1652,1,0,69,1.7482,-0.8,0.1852,0
355205,68,1650,1,0,69,1.8325,-0.7727,0.2173,0
744112,79,1648,1,0,69,1.8976,-0.3077,0.2253,0
249078,2028,1696,1,0,69,3.3071,0.8487,1.0,0
166711,78,1658,1,0,143,1.8921,0.4706,0.2699,0
132020,127,1364,0,1,100,2.1038,0.8065,0.3154,0
772604,540,1364,0,1,100,2.7324,0.8864,0.9792,0
508499,716,1364,0,1,100,2.8549,0.8932,0.9961,0
690074,571,1364,0,1,100,2.7566,0.8947,0.9869,0
510624,1082,1366,0,1,100,3.0342,0.9267,0.9999,0
758978,1004,1362,0,1,100,3.0017,0.8806,1.0,0
910998,477,1364,0,1,100,2.6785,0.8972,0.9971,0
125439,695,1364,0,1,100,2.842,0.8522,1.0,0
461328,319,1364,0,1,100,2.5038,0.82,0.7281,0
850619,585,1364,0,1,100,2.7672,0.8942,0.9964,0
116998,495,1364,0,1,100,2.6946,0.8764,0.9891,0
606216,492,1364,0,1,100,2.692,0.8889,0.9451,0
573875,969,1364,0,1,100,2.9863,0.9264,1.0,0
111879,733,1364,0,1,100,2.8651,0.9018,0.998,0
893930,975,1364,0,1,100,2.989,0.9137,0.9999,0
694732,706,1364,0,1,100,2.8488,0.8817,0.9919,0
852274,926,1364,0,1,100,2.9666,0.9241,0.9998,0
17635,653,1366,0,1,100,2.8149,0.9,0.9977,0
173457,104,1364,0,1,100,2.017,0.7692,0.2739,0
860958,105,1366,0,1,100,2.0212,0.6818,0.2712,0
242351,82,1366,0,1,100,1.9138,0.7143,0.2359,0
152912,57,1366,0,1,100,1.7559,0.5333,0.2116,0
137226,111,1366,0,1,100,2.0453,0.6667,0.3241,0
302118,161,1364,0,1,100,2.2068,0.7143,0.3725,0
971550,68,1364,0,1,100,1.8325,0.4286,0.2195,0
55932,87,1364,0,1,100,1.9395,0.7,0.2288,0
105317,87,1364,0,1,100,1.9395,0.3333,0.266,0
968182,113,1707,1,0,100,2.0531,0.0833,0.2432,0
189682,1812,1687,1,0,80,3.2582,-0.2083,1.0,0
680321,41,1467,1,0,120,1.6128,0.3636,0.1822,0
155846,588,1353,0,1,290,2.7694,0.6667,0.9774,0
757445,106,1353,0,1,185,2.0253,0.0833,0.2432,0
722683,612,1687,0,1,200,2.7868,0.48,0.9987,0
692875,155,1687,0,1,200,2.1903,0.0714,0.3097,0
290838,247,1387,0,1,50,2.3927,0.5862,0.5757,0
192550,135,1387,0,1,50,2.1303,0.55,0.3068,0
336448,376,1387,0,1,50,2.5752,0.7609,0.7955,0
537233,202,1353,0,1,70,2.3054,0.6897,0.4317,0
931960,132,1227,0,1,40,2.1206,-0.5909,0.3329,0
952796,198,1227,0,1,40,2.2967,0.8108,0.4284,0
110692,128,1687,0,1,50,2.1072,0.3125,0.3012,0
640124,143,1353,0,1,70,2.1553,0.25,0.3241,0
71809,221,1687,1,0,70,2.3444,0.3182,0.5461,0
174463,114,1687,1,0,70,2.0569,0.1429,0.2901,0
486064,176,1353,1,0,50,2.2455,-0.8049,0.5428,0
637483,176,1353,1,0,50,2.2455,0.3158,0.4089,0
629544,513,1353,0,1,50,2.7101,-0.2222,0.991,0
398051,150,1353,0,1,50,2.1761,-0.6296,0.4465,0
650139,181,1353,0,1,50,2.2577,0.35,0.43,0
218515,279,1366,1,0,80,2.4456,0.36,0.6574,0
880628,106,1362,1,0,80,2.0253,-0.125,0.3725,0
548970,127,1688,1,0,60,2.1038,0.1333,0.3285,0
593600,50,1692,1,0,60,1.699,0.2,0.1852,0
847770,88,1692,1,0,60,1.9445,0.6316,0.2445,0
673617,34,1692,1,0,60,1.5315,-0.25,0.1551,0
753097,46,1690,1,0,60,1.6628,-0.125,0.1622,0
366005,38,1690,1,0,60,1.5798,0.1111,0.1773,0
